"","MSZoning","LotShape","LandContour","Neighborhood","BldgType","HouseStyle","Exterior1st","Exterior2nd","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","HeatingQC","CentralAir","KitchenQual","Functional","FireplaceQu","GarageType","GarageFinish","GarageQual","GarageCond","PavedDrive","SaleCondition","GarageYrBlt","MSSubClass","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","LotFrontage","MasVnrArea","Electrical","MoSold","YrSold","SalePrice","t"
"339","RL","Reg","Lvl","NWAmes","1Fam","1Story","Wd Sdng","Wd Sdng","Gd","CBlock","Gd","Mn","ALQ","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","1984",20,14145,7,7,1984,1998,213,995,1208,1621,0,1621,1,2,0,3,1,8,0,2,440,108,45,91,0,"SBrkr",5,2006,202500,May 2006
"340","RL","IR1","Lvl","NAmes","1Fam","1Story","Wd Sdng","Wd Sdng","TA","CBlock","TA","No","Rec","TA","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","Normal","1958",20,12400,6,7,1958,1998,585,630,1215,1215,0,1215,0,1,0,3,1,6,0,1,297,0,0,66,176,"FuseA",6,2009,155000,Jun 2009
"341","RL","Reg","Lvl","Timber","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","Unf","Ex","Y","Gd","Typ","None","Attchd","Fin","TA","TA","Y","Normal","2002",60,14191,8,5,2002,2002,0,967,967,993,915,1908,0,2,1,4,1,9,0,2,431,135,0,85,0,"SBrkr",4,2010,202900,Apr 2010
"342","RH","Reg","Lvl","SawyerW","1Fam","1Story","Wd Sdng","AsbShng","Fa","CBlock","TA","No","Unf","Gd","Y","TA","Typ","None","CarPort","Unf","TA","TA","N","Normal","1950",20,8400,4,4,1950,1950,0,721,721,841,0,841,0,1,0,2,1,4,0,1,294,250,0,60,0,"SBrkr",9,2009,82000,Sep 2009
"343","RL","Reg","Lvl","NAmes","Duplex","1Story","Stucco","Stucco","TA","Slab","None","None","None","Fa","N","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1949",90,8544,3,4,1949,1950,0,0,0,1040,0,1040,0,2,0,2,2,6,0,2,400,0,0,60,340,"FuseA",5,2006,87500,May 2006
"344","RL","IR1","Lvl","NridgHt","TwnhsE","1Story","MetalSd","MetalSd","Ex","PConc","Ex","No","GLQ","Ex","Y","Ex","Typ","Ex","Attchd","RFn","TA","TA","Y","Normal","2005",120,8849,9,5,2005,2005,28,1656,1684,1684,0,1684,0,2,0,2,1,6,1,2,564,495,72,63,616,"SBrkr",7,2008,266000,Jul 2008
"345","RM","Reg","Lvl","MeadowV","TwnhsE","2Story","CemntBd","CmentBd","TA","CBlock","Gd","No","Rec","TA","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","Normal","1976",160,2592,5,3,1976,1976,129,175,536,536,576,1112,0,1,1,3,1,4,0,1,336,182,0,36,0,"SBrkr",4,2010,85000,Apr 2010
"346","RL","Reg","Lvl","BrkSide","1Fam","1.5Fin","MetalSd","MetalSd","TA","BrkTil","TA","No","Unf","Gd","Y","Fa","Typ","Gd","Detchd","Unf","TA","TA","Y","Normal","1939",50,6435,6,5,1939,1950,0,972,972,972,605,1577,0,1,0,3,1,6,1,1,312,0,0,65,0,"SBrkr",10,2006,140200,Oct 2006
"347","RL","IR1","Lvl","NAmes","1Fam","1Story","MetalSd","MetalSd","TA","CBlock","TA","Mn","BLQ","TA","Y","TA","Typ","None","Attchd","RFn","TA","TA","Y","Normal","1960",20,12772,6,8,1960,1998,498,460,958,958,0,958,0,1,0,2,1,5,0,1,301,0,0,36,0,"SBrkr",4,2007,151500,Apr 2007
"348","RL","IR1","Lvl","NAmes","1Fam","1Story","Wd Sdng","Wd Sdng","TA","CBlock","TA","No","BLQ","Ex","Y","TA","Typ","Gd","Attchd","Unf","TA","TA","Y","Normal","1960",20,17600,6,5,1960,1960,1270,208,1478,1478,0,1478,1,2,0,3,1,6,2,2,498,0,40,134,30,"FuseA",12,2009,157500,Dec 2009
"349","RL","Reg","Lvl","NridgHt","Twnhs","2Story","VinylSd","Wd Shng","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","None","BuiltIn","RFn","TA","TA","Y","Normal","2003",160,2448,7,5,2003,2004,573,191,764,764,862,1626,1,2,1,2,1,6,0,2,474,0,27,36,106,"SBrkr",10,2008,154000,Oct 2008
"350","RL","IR2","Lvl","NridgHt","1Fam","2Story","CemntBd","CmentBd","Ex","PConc","Ex","No","GLQ","Ex","Y","Ex","Typ","Ex","Attchd","Fin","TA","TA","Y","Partial","2006",60,20431,9,5,2005,2006,1410,438,1848,1848,880,2728,1,2,1,4,1,10,2,3,706,0,0,56,870,"SBrkr",4,2006,437154,Apr 2006
"351","RL","IR1","Lvl","NridgHt","TwnhsE","1Story","MetalSd","MetalSd","Ex","PConc","Ex","No","Unf","Ex","Y","Ex","Typ","Gd","Attchd","RFn","TA","TA","Y","Partial","2007",120,7820,9,5,2007,2007,0,1869,1869,1869,0,1869,0,2,0,2,1,6,1,2,617,210,54,68,362,"SBrkr",12,2007,318061,Dec 2007
"352","RL","IR1","Low","ClearCr","1Fam","1Story","Wd Sdng","Wd Sdng","TA","PConc","Gd","Gd","GLQ","Gd","Y","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","Abnorml","1986",120,5271,7,5,1986,1986,1082,371,1453,1453,0,1453,1,1,1,2,1,6,1,2,445,0,80,41,0,"SBrkr",12,2006,190000,Dec 2006
"353","RL","Reg","Lvl","Edwards","1Fam","1.5Fin","VinylSd","VinylSd","TA","CBlock","TA","Mn","LwQ","TA","N","TA","Typ","None","Detchd","Unf","TA","Fa","Y","Normal","1941",50,9084,5,6,1941,1950,236,0,616,616,495,1111,0,1,0,3,1,5,0,1,200,48,0,60,0,"SBrkr",3,2008,95000,Mar 2008
"354","RM","Reg","Lvl","OldTown","1Fam","1Story","VinylSd","VinylSd","TA","BrkTil","TA","No","Unf","Gd","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","2005",30,8520,6,8,1928,2003,0,624,624,720,0,720,0,1,0,2,1,5,0,2,484,106,0,60,0,"SBrkr",5,2010,105900,May 2010
"355","RL","Reg","Bnk","SWISU","1Fam","1.5Fin","Wd Sdng","MetalSd","TA","CBlock","TA","No","LwQ","Ex","Y","TA","Typ","Gd","Attchd","Unf","TA","TA","Y","Normal","1940",50,8400,6,5,1940,2000,388,552,940,1192,403,1595,0,1,0,2,1,6,2,1,240,0,0,60,0,"SBrkr",6,2006,140000,Jun 2006
"356","RL","IR2","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","No","ALQ","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","1995",20,11249,6,5,1995,1995,334,322,1200,1200,0,1200,1,2,0,3,1,6,0,2,521,0,26,105,0,"SBrkr",8,2007,177500,Aug 2007
"357","RL","IR1","Lvl","Gilbert","1Fam","1Story","HdBoard","HdBoard","TA","PConc","Gd","No","GLQ","Gd","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","1992",20,9248,6,6,1992,1992,560,598,1158,1167,0,1167,1,2,0,3,1,6,0,2,400,120,26,79,106,"SBrkr",7,2009,173000,Jul 2009
"358","RM","Reg","Lvl","MeadowV","TwnhsE","1Story","CemntBd","CmentBd","TA","PConc","Gd","No","ALQ","TA","Y","TA","Typ","Po","Attchd","Fin","TA","TA","Y","Normal","1976",120,4224,5,5,1976,1976,874,268,1142,1142,0,1142,1,1,1,3,1,6,1,2,528,536,90,44,0,"SBrkr",8,2007,134000,Aug 2007
"359","RL","IR1","Lvl","ClearCr","1Fam","SLvl","Wd Sdng","ImStucc","TA","CBlock","TA","Av","BLQ","Ex","Y","Gd","Min2","None","BuiltIn","Unf","TA","TA","Y","Abnorml","1958",80,6930,5,4,1958,1958,300,468,1062,1352,0,1352,0,1,0,3,1,6,0,1,288,168,0,92,120,"FuseF",7,2006,130000,Jul 2006
"360","RL","IR1","Lvl","NoRidge","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","Av","GLQ","Ex","Y","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","1998",60,12011,8,5,1998,1998,956,130,1086,1086,838,1924,1,2,1,3,1,7,1,2,592,208,75,78,530,"SBrkr",6,2006,280000,Jun 2006
"361","RL","IR1","Lvl","Mitchel","1Fam","SFoyer","VinylSd","VinylSd","TA","CBlock","Gd","Av","GLQ","Ex","Y","TA","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","1978",85,7540,6,6,1978,1978,773,115,888,912,0,912,1,1,0,2,1,5,1,2,470,0,0,37,0,"SBrkr",6,2007,156000,Jun 2007
"362","RL","Reg","Lvl","BrkSide","1Fam","1.5Fin","MetalSd","MetalSd","TA","CBlock","TA","No","Rec","Gd","Y","TA","Typ","None","Detchd","Unf","TA","TA","N","Normal","1940",50,9144,5,5,1940,1982,399,484,883,988,517,1505,1,1,0,3,1,8,0,1,240,0,0,50,0,"SBrkr",7,2008,145000,Jul 2008
"363","RL","Reg","Lvl","Edwards","1Fam","SFoyer","HdBoard","HdBoard","Gd","Slab","None","None","None","Ex","Y","Gd","Typ","Ex","BuiltIn","RFn","TA","TA","Y","Normal","2003",85,7301,7,5,2003,2003,0,0,0,495,1427,1922,0,3,0,4,1,7,1,2,672,0,0,64,500,"SBrkr",7,2009,198500,Jul 2009
"364","RM","Reg","Lvl","BrDale","Twnhs","2Story","HdBoard","HdBoard","TA","CBlock","TA","No","ALQ","Gd","Y","Gd","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1972",160,1680,6,8,1972,2007,162,321,483,483,504,987,0,1,1,2,1,5,0,1,264,250,0,21,510,"SBrkr",5,2009,118000,May 2009
"365","RL","IR1","Lvl","NWAmes","1Fam","2Story","HdBoard","HdBoard","TA","PConc","Gd","Mn","GLQ","TA","Y","TA","Typ","TA","Attchd","Fin","TA","TA","Y","Normal","1976",60,18800,6,5,1976,1976,712,84,796,790,784,1574,1,2,1,3,1,6,1,2,566,306,111,67,120,"SBrkr",7,2006,190000,Jul 2006
"366","RM","Reg","Lvl","IDOTRR","1Fam","2Story","VinylSd","VinylSd","TA","CBlock","TA","No","Rec","Gd","Y","TA","Typ","None","Detchd","Unf","TA","Fa","Y","Normal","1964",70,10690,5,7,1920,1997,456,216,672,672,672,1344,0,1,0,3,1,6,0,1,468,0,128,59,0,"FuseA",7,2009,147000,Jul 2009
"367","RL","IR1","Lvl","NAmes","1Fam","1Story","Plywood","Plywood","TA","CBlock","Gd","No","BLQ","Gd","Y","TA","Typ","Gd","Attchd","RFn","TA","TA","Y","Normal","1963",20,9500,6,5,1963,1963,609,785,1394,1394,0,1394,1,1,1,3,1,6,2,2,514,0,76,80,247,"SBrkr",7,2009,159000,Jul 2009
"368","RL","IR1","Lvl","NAmes","1Fam","SLvl","Plywood","Plywood","TA","CBlock","Gd","Gd","GLQ","Gd","Y","TA","Typ","Gd","Basment","RFn","TA","TA","Y","Normal","1962",80,9150,6,5,1962,1962,371,728,1099,1431,0,1431,0,1,0,3,1,6,1,1,296,64,110,101,305,"SBrkr",12,2008,165000,Dec 2008
"369","RL","Reg","Lvl","NAmes","1Fam","1Story","HdBoard","HdBoard","TA","PConc","TA","No","LwQ","Gd","Y","TA","Typ","Gd","Attchd","Fin","TA","TA","Y","Normal","1954",20,7800,5,6,1954,1954,540,728,1268,1268,0,1268,0,1,0,2,1,7,1,1,244,0,98,78,200,"SBrkr",3,2010,132000,Mar 2010
"370","RL","IR1","Lvl","NAmes","1Fam","1Story","Wd Sdng","Wd Sdng","TA","CBlock","TA","No","ALQ","Ex","Y","Gd","Typ","Gd","Detchd","Fin","TA","TA","Y","Normal","1997",20,9830,5,7,1959,2006,72,733,1063,1287,0,1287,1,1,0,3,1,7,1,2,576,364,17,71,0,"SBrkr",3,2010,162000,Mar 2010
"371","RL","IR1","Lvl","Gilbert","1Fam","2Story","VinylSd","VinylSd","TA","PConc","Gd","No","Unf","Ex","Y","TA","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","2000",60,8121,6,5,2000,2000,0,953,953,953,711,1664,0,2,1,3,1,7,1,2,460,100,40,60,0,"SBrkr",1,2006,172400,Jan 2006
"372","RL","Reg","Lvl","ClearCr","1Fam","1.5Fin","WdShing","Plywood","TA","CBlock","None","None","None","TA","Y","TA","Min2","Gd","Detchd","Fin","TA","TA","N","Normal","1991",50,17120,4,4,1959,1959,0,0,0,1120,468,1588,0,2,0,4,1,7,1,2,680,0,59,80,0,"SBrkr",7,2008,134432,Jul 2008
"373","RL","Reg","Lvl","SawyerW","TwnhsE","1Story","Plywood","Plywood","TA","CBlock","Gd","No","ALQ","TA","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","Normal","1984",120,7175,6,5,1984,1984,623,0,744,752,0,752,1,1,0,2,1,4,0,1,264,353,0,50,0,"SBrkr",2,2010,125000,Feb 2010
"374","RL","Reg","Lvl","NAmes","1Fam","1Story","MetalSd","MetalSd","TA","PConc","TA","No","BLQ","TA","Y","TA","Min2","None","Attchd","Unf","TA","TA","Y","Normal","1953",20,10634,5,6,1953,1953,428,0,608,1319,0,1319,1,1,0,3,1,5,0,1,270,66,0,79,0,"SBrkr",11,2009,123000,Nov 2009
"375","RL","Reg","Lvl","CollgCr","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","Unf","Ex","Y","Gd","Typ","Gd","BuiltIn","Fin","TA","TA","Y","Normal","2003",60,8200,7,5,2003,2004,0,847,847,847,1081,1928,0,2,1,4,1,8,1,2,434,100,48,65,0,"SBrkr",7,2007,219500,Jul 2007
"376","RL","IR1","Low","Edwards","1Fam","1Story","Wd Sdng","Wd Sdng","Fa","BrkTil","Fa","Gd","BLQ","Gd","N","Fa","Maj1","None","None","None","None","None","Y","Normal","None",30,10020,1,1,1922,1950,350,333,683,904,0,904,1,0,1,1,1,4,0,0,0,0,0,60,0,"FuseA",3,2009,61000,Mar 2009
"377","RL","IR1","Lvl","CollgCr","1Fam","SFoyer","VinylSd","VinylSd","Gd","PConc","Gd","Av","GLQ","Ex","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1998",85,8846,5,5,1996,1996,298,572,870,914,0,914,0,1,0,2,1,5,0,2,576,0,0,57,0,"SBrkr",7,2006,148000,Jul 2006
"378","FV","IR1","Lvl","Somerst","1Fam","2Story","CemntBd","CmentBd","Gd","PConc","Gd","No","Unf","Ex","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","Normal","2004",60,11143,8,5,2004,2005,0,1580,1580,1580,886,2466,0,3,0,4,1,8,1,2,610,159,214,102,0,"SBrkr",12,2007,340000,Dec 2007
"379","RL","Reg","Lvl","StoneBr","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Ex","Av","GLQ","Ex","Y","Ex","Typ","Ex","Attchd","Fin","TA","TA","Y","Partial","2010",20,11394,9,2,2010,2010,1445,411,1856,1856,0,1856,1,1,1,1,1,8,1,3,834,113,0,88,350,"SBrkr",6,2010,394432,Jun 2010
"380","RL","IR1","Lvl","Gilbert","1Fam","2Story","VinylSd","VinylSd","TA","PConc","Gd","No","Unf","Ex","Y","TA","Typ","TA","Attchd","Fin","TA","TA","Y","Normal","2000",60,8123,6,5,2000,2000,0,982,982,1007,793,1800,0,2,1,3,1,7,1,2,463,100,63,60,16,"SBrkr",6,2009,179000,Jun 2009
"381","RL","Reg","Lvl","SWISU","1Fam","1.5Fin","BrkFace","Wd Sdng","TA","BrkTil","TA","No","LwQ","TA","Y","Gd","Typ","Gd","Detchd","Unf","TA","TA","Y","Normal","1924",50,5000,5,6,1924,1950,218,808,1026,1026,665,1691,0,2,0,3,1,6,1,1,308,0,0,50,0,"SBrkr",5,2010,127000,May 2010
"382","FV","Reg","Lvl","Somerst","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","No","Unf","Ex","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","Partial","2006",20,7200,7,5,2006,2006,0,1293,1293,1301,0,1301,1,2,0,2,1,5,1,2,572,216,121,60,0,"SBrkr",8,2006,187750,Aug 2006
"383","RL","IR1","Lvl","CollgCr","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","Av","Unf","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","2006",60,9245,7,5,2006,2006,0,939,939,939,858,1797,0,2,1,3,1,8,0,2,639,144,53,79,0,"SBrkr",4,2007,213500,Apr 2007
"384","RH","Reg","Lvl","SawyerW","1Fam","1.5Unf","Wd Sdng","Wd Sdng","TA","BrkTil","Fa","No","Unf","TA","N","TA","Typ","None","Detchd","Unf","Fa","Fa","N","Normal","1950",45,9000,6,3,1928,1950,0,784,784,784,0,784,0,1,0,2,1,5,0,2,360,0,0,60,0,"FuseA",10,2009,76000,Oct 2009
"385","RL","IR2","Low","ClearCr","1Fam","2Story","HdBoard","HdBoard","Gd","PConc","Gd","Av","GLQ","Ex","Y","Gd","Typ","Fa","Attchd","Fin","TA","TA","Y","Normal","1992",60,53107,6,5,1992,1992,985,595,1580,1079,874,1953,1,2,1,3,1,9,2,2,501,216,231,100,0,"SBrkr",6,2007,240000,Jun 2007
"386","RL","Reg","Lvl","Blmngtn","TwnhsE","1Story","VinylSd","VinylSd","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","Normal","2004",120,3182,8,5,2004,2005,24,1232,1256,1269,0,1269,0,2,0,2,1,6,1,2,430,146,20,43,16,"SBrkr",4,2010,192000,Apr 2010
"387","RL","Reg","Lvl","Edwards","1Fam","1.5Fin","Wd Sdng","VinylSd","TA","PConc","TA","No","Unf","TA","Y","TA","Typ","None","None","None","None","None","N","AdjLand","None",50,8410,5,3,1910,1996,0,658,658,658,526,1184,0,1,0,5,1,8,0,0,0,0,151,58,0,"SBrkr",5,2006,81000,May 2006
"388","RL","Reg","Lvl","Edwards","1Fam","SLvl","MetalSd","MetalSd","TA","CBlock","TA","Av","ALQ","Ex","Y","TA","Typ","Fa","Detchd","Unf","TA","TA","Y","Abnorml","1977",80,7200,6,6,1976,1976,631,410,1041,1125,0,1125,1,1,0,3,1,6,1,1,352,296,0,72,255,"SBrkr",10,2009,125000,Oct 2009
"389","RL","IR1","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","No","Unf","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","1999",20,9382,7,5,1999,2000,0,1468,1468,1479,0,1479,0,2,0,3,1,6,0,2,577,120,25,93,125,"SBrkr",7,2008,191000,Jul 2008
"390","RL","Reg","Lvl","NridgHt","1Fam","2Story","VinylSd","VinylSd","Ex","PConc","Ex","Av","GLQ","Ex","Y","Ex","Typ","Ex","BuiltIn","Fin","TA","TA","Y","Partial","2008",60,12474,10,5,2007,2008,1280,402,1682,1742,590,2332,1,2,1,3,1,9,1,3,846,196,134,96,272,"SBrkr",8,2008,426000,Aug 2008
"391","RL","Reg","Lvl","Edwards","1Fam","1.5Fin","MetalSd","MetalSd","TA","BrkTil","TA","No","Rec","Ex","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1978",50,8405,5,8,1900,1950,241,229,861,961,406,1367,1,1,0,4,1,7,0,1,384,0,130,50,0,"SBrkr",4,2008,119000,Apr 2008
"392","RL","IR1","Lvl","Mitchel","1Fam","2Story","VinylSd","VinylSd","TA","PConc","Ex","No","ALQ","Ex","Y","Gd","Typ","TA","BuiltIn","Fin","TA","TA","Y","Normal","2001",60,12209,6,5,2001,2002,690,114,804,804,1157,1961,1,2,1,3,1,7,1,2,560,125,192,71,0,"SBrkr",6,2009,215000,Jun 2009
"393","RL","IR1","Lvl","NAmes","1Fam","1Story","MetalSd","MetalSd","TA","Slab","None","None","None","TA","Y","TA","Typ","None","Attchd","RFn","TA","TA","Y","Normal","1959",20,8339,5,7,1959,1959,0,0,0,882,0,882,0,1,0,3,1,5,0,1,294,0,0,77,0,"SBrkr",7,2007,106500,Jul 2007
"394","RL","Reg","Lvl","BrkSide","1Fam","1Story","WdShing","Wd Shng","TA","CBlock","TA","No","Rec","TA","Y","TA","Typ","TA","None","None","None","None","Y","Abnorml","None",30,7446,4,5,1941,1950,266,522,788,788,0,788,0,1,0,2,1,4,2,0,0,0,0,55,0,"FuseA",4,2006,100000,Apr 2006
"395","RL","Reg","Lvl","OldTown","1Fam","1.5Fin","MetalSd","MetalSd","TA","CBlock","TA","No","Unf","Gd","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1940",50,10134,5,6,1940,1950,0,735,735,735,299,1034,0,1,0,2,1,5,0,1,240,0,39,60,0,"FuseA",7,2007,109000,Jul 2007
"396","RL","Reg","Lvl","Edwards","1Fam","1Story","Wd Sdng","Wd Sdng","TA","CBlock","TA","Av","BLQ","TA","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","Normal","1956",20,9571,5,6,1956,1956,739,405,1144,1144,0,1144,1,1,0,3,1,6,0,1,596,44,0,68,0,"SBrkr",6,2010,129000,Jun 2010
"397","RL","Reg","Low","CollgCr","1Fam","1Story","MetalSd","MetalSd","TA","CBlock","TA","Av","Rec","TA","Y","TA","Typ","None","Detchd","RFn","TA","TA","Y","Normal","1985",20,7200,5,5,1972,1972,777,117,894,894,0,894,0,1,0,2,1,6,0,2,600,215,0,60,0,"SBrkr",9,2009,123000,Sep 2009
"398","RL","Reg","Lvl","NAmes","1Fam","2Story","VinylSd","VinylSd","TA","CBlock","TA","No","ALQ","TA","Y","TA","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","1962",60,7590,5,5,1962,1962,540,324,864,876,936,1812,0,2,0,4,1,8,1,1,264,0,168,69,288,"SBrkr",7,2007,169500,Jul 2007
"399","RM","Reg","Lvl","IDOTRR","1Fam","1Story","MetalSd","MetalSd","TA","BrkTil","Fa","No","Unf","Gd","Y","TA","Maj2","None","Detchd","Unf","Po","Po","N","Abnorml","1920",30,8967,5,2,1920,1950,0,961,961,1077,0,1077,0,1,0,2,1,6,0,1,338,0,0,60,0,"Mix",11,2007,67000,Nov 2007
"400","FV","Reg","Lvl","Somerst","1Fam","2Story","CemntBd","CmentBd","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","None","Attchd","Fin","TA","TA","Y","Normal","2007",60,8125,7,5,2006,2007,812,280,1092,1112,438,1550,1,2,0,2,1,7,0,2,438,0,168,65,100,"SBrkr",10,2009,241000,Oct 2009
"401","RL","IR2","Lvl","Veenker","TwnhsE","1Story","BrkFace","BrkFace","Gd","PConc","Gd","No","GLQ","Ex","Y","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y","Normal","1996",120,14963,8,5,1996,1996,786,474,1260,1288,0,1288,1,1,1,1,1,4,2,2,500,120,30,38,0,"SBrkr",12,2008,245500,Dec 2008
"402","RL","IR1","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","Av","GLQ","Ex","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Partial","2005",20,8767,7,5,2005,2005,24,1286,1310,1310,0,1310,0,2,0,3,1,6,1,2,400,0,0,65,0,"SBrkr",7,2006,164990,Jul 2006
"403","RL","Reg","Lvl","Sawyer","1Fam","1Story","Wd Sdng","Wd Sdng","TA","PConc","TA","No","Unf","Ex","Y","TA","Typ","None","Detchd","Unf","TA","TA","N","Normal","1940",30,10200,5,8,1940,1997,0,672,672,672,0,672,0,1,0,2,1,4,0,1,240,168,0,60,0,"SBrkr",8,2008,108000,Aug 2008
"404","RL","Reg","Lvl","NoRidge","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","Unf","Gd","Y","Gd","Typ","TA","BuiltIn","Fin","TA","TA","Y","Abnorml","1998",60,12090,8,5,1998,1998,0,1141,1141,1165,1098,2263,0,2,1,4,1,10,1,2,420,144,123,93,650,"SBrkr",7,2006,258000,Jul 2006
"405","RL","IR1","Lvl","Gilbert","1Fam","2Story","MetalSd","MetalSd","TA","PConc","Gd","No","Unf","Gd","Y","TA","Typ","TA","BuiltIn","Fin","TA","TA","Y","Normal","1995",60,10364,6,5,1995,1996,0,806,806,806,766,1572,0,2,1,3,1,7,1,2,373,0,40,77,0,"SBrkr",5,2007,168000,May 2007
"406","RL","IR1","Lvl","Sawyer","1Fam","1Story","Plywood","Plywood","TA","CBlock","TA","No","BLQ","Ex","Y","TA","Min1","TA","Attchd","Unf","TA","TA","Y","Normal","1993",20,9991,4,4,1976,1993,1116,165,1281,1620,0,1620,1,2,0,3,1,8,1,2,490,120,78,63,0,"SBrkr",6,2009,150000,Jun 2009
"407","RL","Reg","Lvl","SWISU","1Fam","1.5Fin","MetalSd","MetalSd","TA","BrkTil","TA","No","Unf","Ex","Y","TA","Maj2","None","Detchd","Unf","TA","TA","Y","Normal","1936",50,10480,6,5,1936,1950,0,1064,1064,1166,0,1639,0,1,0,3,1,6,0,1,240,0,0,51,0,"FuseA",3,2008,115000,Mar 2008
"408","RL","Reg","Lvl","Crawfor","1Fam","2Story","Wd Sdng","Plywood","TA","BrkTil","Gd","No","Unf","Ex","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","Normal","1960",70,15576,6,7,1915,1976,0,840,840,840,840,1680,0,2,0,4,1,8,0,1,308,0,0,63,0,"SBrkr",3,2008,177000,Mar 2008
"409","RL","Reg","Lvl","NridgHt","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Ex","No","Unf","Ex","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","Partial","2006",60,14154,7,5,2006,2006,0,1063,1063,1071,1101,2172,0,2,1,3,1,9,1,3,947,192,62,109,350,"SBrkr",8,2007,280000,Aug 2007
"410","FV","Reg","Lvl","Somerst","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Ex","No","GLQ","Ex","Y","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y","Partial","2008",60,10800,8,5,2007,2008,789,245,1034,1050,1028,2078,1,2,1,3,1,8,1,3,836,0,102,85,100,"SBrkr",4,2008,339750,Apr 2008
"411","RL","Reg","Lvl","Edwards","1Fam","1Story","BrkComm","Brk Cmn","TA","CBlock","TA","No","Unf","TA","Y","TA","Mod","None","Attchd","Unf","TA","TA","Y","Abnorml","1958",20,9571,5,3,1958,1958,0,1276,1276,1276,0,1276,0,1,0,3,1,5,0,1,350,0,0,68,0,"FuseA",6,2009,60000,Jun 2009
"412","RL","Reg","Bnk","Gilbert","2fmCon","1Story","Wd Sdng","Wd Sdng","TA","CBlock","TA","Mn","Rec","TA","N","TA","Typ","None","Attchd","Fin","TA","TA","Y","Normal","1955",190,34650,5,5,1955,1955,1056,0,1056,1056,0,1056,1,1,0,3,1,5,0,2,572,264,0,100,0,"SBrkr",1,2006,145000,Jan 2006
"413","FV","IR2","Lvl","Somerst","1Fam","1Story","MetalSd","MetalSd","Ex","PConc","Ex","Av","GLQ","Ex","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Partial","2009",20,4403,7,5,2009,2009,578,892,1470,1478,0,1478,1,2,1,2,1,7,1,2,484,0,144,55,432,"SBrkr",6,2010,222000,Jun 2010
