"","MSZoning","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","Heating","HeatingQC","CentralAir","KitchenQual","Functional","FireplaceQu","GarageType","GarageFinish","GarageQual","GarageCond","PavedDrive","PoolQC","Fence","MiscFeature","SaleType","SaleCondition","GarageYrBlt","Id","MSSubClass","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SalePrice","LotFrontage","MasVnrType","MasVnrArea","Electrical"
"50","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","Ex","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","None","MnPrv","None","WD","Normal","1966",50,20,7742,5,7,1966,1966,763,0,192,955,955,0,0,955,1,0,1,0,3,1,6,0,1,386,0,0,0,0,0,0,0,1,2007,127000,66,"None",0,"SBrkr"
"51","RL","Pave","None","IR2","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","TA","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Gd","Y","TA","Typ","None","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","1997",51,60,13869,6,6,1997,1997,182,0,612,794,794,676,0,1470,0,1,2,0,3,1,6,0,2,388,0,75,0,0,0,0,0,7,2007,177000,41,"None",0,"SBrkr"
"52","RM","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","PConc","TA","TA","No","Unf","Unf","GasA","TA","Y","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","None","MnPrv","Shed","WD","Normal","1985",52,50,6240,6,6,1934,1950,0,0,816,816,816,0,360,1176,0,0,1,0,3,1,6,1,2,528,112,0,0,0,0,0,400,9,2006,114500,52,"None",0,"SBrkr"
"53","RM","Grvl","None","IR2","Bnk","AllPub","Corner","Mod","IDOTRR","RRNn","Norm","Duplex","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","Fa","TA","CBlock","Gd","TA","Gd","LwQ","GLQ","GasA","TA","N","TA","Typ","None","CarPort","Unf","TA","TA","Y","None","None","None","WD","Normal","1963",53,90,8472,5,5,1963,1963,104,712,0,816,816,0,0,816,1,0,1,0,2,1,5,0,2,516,106,0,0,0,0,0,0,5,2010,110000,110,"None",0,"SBrkr"
"54","RL","Pave","None","IR1","Low","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story","Gable","WdShngl","WdShing","Wd Shng","Gd","TA","CBlock","Ex","TA","Gd","GLQ","Unf","GasA","Gd","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","1981",54,20,50271,9,5,1981,1987,1810,0,32,1842,1842,0,0,1842,2,0,0,1,0,1,5,1,3,894,857,72,0,0,0,0,0,11,2006,385000,68,"None",0,"SBrkr"
"55","RL","Pave","None","Reg","Bnk","AllPub","Inside","Mod","NAmes","Norm","Norm","1Fam","SLvl","Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","TA","Y","TA","Min1","TA","Detchd","Unf","TA","TA","Y","None","MnPrv","None","WD","Normal","1962",55,80,7134,5,5,1955,1955,384,0,0,384,1360,0,0,1360,0,0,1,0,3,1,6,1,2,572,0,50,0,0,0,0,0,2,2007,130000,60,"None",0,"SBrkr"
"56","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","Plywood","TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","Gd","Y","TA","Typ","Gd","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","1964",56,20,10175,6,5,1964,1964,490,0,935,1425,1425,0,0,1425,0,0,2,0,3,1,7,1,2,576,0,0,0,407,0,0,0,7,2008,180500,100,"BrkFace",272,"SBrkr"
"57","FV","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story","Gable","CompShg","MetalSd","MetalSd","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","Gd","Typ","None","Attchd","Fin","TA","TA","Y","None","None","None","WD","Abnorml","1999",57,160,2645,8,5,1999,2000,649,0,321,970,983,756,0,1739,1,0,2,1,3,1,7,0,2,480,115,0,0,0,0,0,0,8,2009,172500,24,"BrkFace",456,"SBrkr"
"58","RL","Pave","None","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","2004",58,60,11645,7,5,2004,2004,0,0,860,860,860,860,0,1720,0,0,2,1,3,1,7,0,2,565,0,70,0,0,0,0,0,8,2006,196500,89,"None",0,"SBrkr"
"59","RL","Pave","None","IR2","HLS","AllPub","CulDSac","Gtl","StoneBr","Norm","Norm","1Fam","2Story","Hip","CompShg","VinylSd","VinylSd","Ex","TA","PConc","Ex","TA","Gd","Unf","Unf","GasA","Ex","Y","Gd","Typ","Gd","BuiltIn","Fin","TA","TA","Y","None","None","None","New","Partial","2006",59,60,13682,10,5,2006,2006,0,0,1410,1410,1426,1519,0,2945,0,0,3,1,3,1,10,1,3,641,192,0,37,0,0,0,0,10,2006,438780,66,"BrkFace",1031,"SBrkr"
"60","RL","Pave","None","Reg","Bnk","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","TA","TA","Av","ALQ","Unf","GasA","Ex","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","MnPrv","None","WD","Normal","1973",60,20,7200,5,7,1972,1972,632,0,148,780,780,0,0,780,0,0,1,0,2,1,4,0,1,352,196,0,0,0,0,0,0,1,2008,124900,60,"None",0,"SBrkr"
"61","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","TA","TA","PConc","Gd","TA","No","ALQ","Unf","GasA","Ex","Y","Gd","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","New","Partial","2006",61,20,13072,6,5,2004,2004,941,0,217,1158,1158,0,0,1158,1,0,1,1,3,1,5,0,2,576,0,50,0,0,0,0,0,5,2006,158000,63,"None",0,"SBrkr"
"62","RM","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2.5Unf","Gable","CompShg","MetalSd","MetalSd","TA","TA","BrkTil","TA","Fa","No","Unf","Unf","GasA","TA","N","Fa","Typ","None","Detchd","Unf","TA","TA","N","None","None","None","WD","Normal","1935",62,75,7200,5,7,1920,1996,0,0,530,530,581,530,0,1111,0,0,1,0,3,1,6,0,1,288,0,0,144,0,0,0,0,3,2007,101000,60,"None",0,"SBrkr"
"63","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","Gd","Mn","GLQ","Unf","GasA","Ex","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","2006",63,120,6442,8,5,2006,2006,24,0,1346,1370,1370,0,0,1370,0,0,2,0,2,1,6,1,2,484,120,49,0,0,0,0,0,10,2007,202500,44,"Stone",178,"SBrkr"
"64","RM","Pave","None","IR1","Bnk","AllPub","Inside","Gtl","OldTown","RRAn","Feedr","1Fam","2Story","Gable","CompShg","Stucco","Stucco","TA","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","Gd","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","GdPrv","None","WD","Normal","1990",64,70,10300,7,6,1921,1950,0,0,576,576,902,808,0,1710,0,0,2,0,3,1,9,0,2,480,12,11,64,0,0,0,0,4,2010,140000,50,"None",0,"SBrkr"
"65","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","TA","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","None","GdPrv","None","WD","Normal","1998",65,60,9375,7,5,1997,1998,739,0,318,1057,1057,977,0,2034,1,0,2,1,3,1,8,0,2,645,576,36,0,0,0,0,0,2,2009,219500,90,"BrkFace",573,"SBrkr"
"66","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Ex","TA","Av","Unf","Unf","GasA","Ex","Y","Gd","Typ","Gd","BuiltIn","RFn","TA","TA","Y","None","None","None","WD","Normal","2004",66,60,9591,8,5,2004,2005,0,0,1143,1143,1143,1330,0,2473,0,0,2,1,4,1,9,1,3,852,192,151,0,0,0,0,0,10,2007,317000,76,"BrkFace",344,"SBrkr"
"67","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosA","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","TA","TA","CBlock","Gd","TA","Gd","GLQ","Unf","GasA","TA","Y","TA","Min1","Gd","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","1970",67,20,19900,7,5,1970,1989,912,0,1035,1947,2207,0,0,2207,1,0,2,0,3,1,7,1,2,576,301,0,0,0,0,0,0,7,2010,180000,100,"BrkFace",287,"SBrkr"
"68","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","2003",68,20,10665,7,5,2003,2003,1013,0,440,1453,1479,0,0,1479,1,0,2,0,3,1,7,0,2,558,144,29,0,0,0,0,0,6,2007,226000,72,"BrkFace",167,"SBrkr"
"69","RM","Pave","None","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","TA","Gd","CBlock","TA","TA","No","Unf","Unf","GasA","TA","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1945",69,30,4608,4,6,1945,1950,0,0,747,747,747,0,0,747,0,0,1,0,2,1,4,0,1,220,0,0,0,0,0,0,0,6,2010,80000,47,"None",0,"SBrkr"
"70","RL","Pave","None","Reg","Lvl","AllPub","Corner","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","BrkFace","AsbShng","Gd","TA","CBlock","TA","TA","No","BLQ","Unf","GasW","TA","Y","TA","Typ","TA","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","1953",70,50,15593,7,4,1953,1953,603,0,701,1304,1304,983,0,2287,0,0,2,0,3,1,7,1,2,667,0,21,114,0,0,0,0,7,2006,225000,81,"None",0,"SBrkr"
"71","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","TA","Gd","CBlock","Gd","TA","Gd","ALQ","Unf","GasA","Ex","Y","TA","Typ","Gd","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","1973",71,20,13651,7,6,1973,1973,1880,0,343,2223,2223,0,0,2223,1,0,2,0,3,1,8,2,2,516,300,0,0,0,0,0,0,2,2007,244000,95,"BrkFace",1115,"SBrkr"
"72","RL","Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","Plywood","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1987",72,20,7599,4,6,1982,2006,565,0,280,845,845,0,0,845,1,0,1,0,2,1,4,0,2,360,0,0,0,0,0,0,0,6,2007,129500,69,"None",0,"SBrkr"
"73","RL","Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Gd","Y","TA","Typ","TA","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","1998",73,60,10141,7,5,1998,1998,0,0,832,832,885,833,0,1718,0,0,2,1,3,1,7,1,2,427,0,94,0,0,291,0,0,12,2009,185000,74,"BrkFace",40,"SBrkr"
"74","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","TA","TA","No","ALQ","BLQ","GasA","Gd","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","None","GdWo","None","WD","Normal","1989",74,20,10200,5,7,1954,2003,320,362,404,1086,1086,0,0,1086,1,0,1,0,3,1,6,0,2,490,0,0,0,0,0,0,0,5,2010,144900,85,"BrkFace",104,"SBrkr"
"75","RM","Pave","None","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story","Gambrel","CompShg","VinylSd","VinylSd","Gd","Gd","CBlock","Fa","TA","No","Unf","Unf","GasA","Gd","N","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1915",75,50,5790,3,6,1915,1950,0,0,840,840,840,765,0,1605,0,0,2,0,3,2,8,0,1,379,0,0,202,0,0,0,0,5,2010,107400,60,"None",0,"SBrkr"
"76","RM","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SLvl","Gable","CompShg","CemntBd","CmentBd","TA","TA","CBlock","Gd","TA","Gd","GLQ","Unf","GasA","TA","Y","TA","Typ","None","BuiltIn","Unf","TA","TA","Y","None","GdWo","None","WD","Normal","1973",76,180,1596,4,5,1973,1973,462,0,0,462,526,462,0,988,1,0,1,0,2,1,5,0,1,297,120,101,0,0,0,0,0,11,2009,91000,21,"None",0,"SBrkr"
"77","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","Ex","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1956",77,20,8475,4,7,1956,1956,228,0,724,952,952,0,0,952,0,0,1,0,2,1,4,0,1,283,0,0,0,0,0,0,0,4,2008,135750,70,"None",0,"FuseA"
"78","RM","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","TA","TA","No","BLQ","GLQ","GasA","TA","Y","TA","Min1","None","Detchd","Unf","TA","TA","Y","None","MnPrv","None","WD","Normal","1948",78,50,8635,5,5,1948,2001,336,41,295,672,1072,213,0,1285,1,0,1,0,2,1,6,0,1,240,0,0,0,0,0,0,0,1,2008,127000,50,"None",0,"SBrkr"
"79","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story","Hip","CompShg","HdBoard","HdBoard","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","TA","N","TA","Typ","None","None","None","None","None","Y","None","None","None","WD","Normal","None",79,90,10778,4,5,1968,1968,0,0,1768,1768,1768,0,0,1768,0,0,2,0,4,2,8,0,0,0,0,0,0,0,0,0,0,4,2010,136500,72,"None",0,"SBrkr"
"80","RM","Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story","Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","PConc","TA","TA","No","Unf","Unf","GasA","Gd","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","MnPrv","None","WD","Normal","1966",80,50,10440,5,6,1910,1981,0,0,440,440,682,548,0,1230,0,0,1,1,2,1,5,0,2,440,74,0,128,0,0,0,0,5,2009,110000,60,"None",0,"SBrkr"
"81","RL","Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","TA","Gd","CBlock","Gd","TA","No","Rec","Unf","GasA","TA","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","1968",81,60,13000,6,6,1968,1968,448,0,448,896,1182,960,0,2142,0,0,2,1,4,1,8,1,1,509,0,72,0,0,252,0,0,6,2009,193500,100,"BrkFace",576,"SBrkr"
"82","RM","Pave","None","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story","Hip","CompShg","VinylSd","VinylSd","TA","Gd","PConc","Ex","Gd","No","GLQ","Unf","GasA","Ex","Y","TA","Typ","None","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","1998",82,120,4500,6,5,1998,1998,1201,0,36,1237,1337,0,0,1337,1,0,2,0,2,1,5,0,2,405,0,199,0,0,0,0,0,3,2006,153500,32,"BrkFace",443,"SBrkr"
"83","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","TA","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","2007",83,20,10206,8,5,2007,2007,33,0,1530,1563,1563,0,0,1563,0,0,2,0,3,1,6,1,3,758,144,99,0,0,0,0,0,10,2008,245000,78,"Stone",468,"SBrkr"
"84","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","Gd","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","COD","Normal","1974",84,20,8892,5,5,1960,1960,0,0,1065,1065,1065,0,0,1065,0,0,1,1,3,1,6,0,2,461,74,0,0,0,0,0,0,7,2007,126500,80,"BrkCmn",66,"SBrkr"
"85","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl","Gable","CompShg","HdBoard","HdBoard","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Gd","Y","TA","Typ","TA","BuiltIn","Fin","TA","TA","Y","None","None","Shed","WD","Normal","1995",85,80,8530,7,5,1995,1996,0,0,384,384,804,670,0,1474,0,0,2,1,3,1,7,1,2,400,120,72,0,0,0,0,700,5,2009,168500,80,"BrkFace",22,"SBrkr"
"86","RL","Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story","Hip","CompShg","HdBoard","HdBoard","Gd","TA","CBlock","Gd","TA","No","Unf","Unf","GasA","Ex","Y","Gd","Typ","TA","Attchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1991",86,60,16059,8,5,1991,1992,0,0,1288,1288,1301,1116,0,2417,0,0,2,1,4,1,9,1,2,462,127,82,0,0,0,0,0,4,2006,260000,121,"BrkFace",284,"SBrkr"
"87","RL","Pave","None","IR2","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","Av","Unf","Unf","GasA","Ex","Y","Gd","Typ","Gd","BuiltIn","Fin","TA","TA","Y","None","None","None","WD","Normal","2005",87,60,11911,6,5,2005,2005,0,0,684,684,684,876,0,1560,0,0,2,1,3,1,6,1,2,400,100,38,0,0,0,0,0,3,2009,174000,122,"None",0,"SBrkr"
"88","FV","Pave","Pave","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","TwnhsE","2Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","Av","Unf","Unf","GasA","Ex","Y","Gd","Typ","None","Detchd","RFn","TA","TA","Y","None","None","None","New","Partial","2009",88,160,3951,6,5,2009,2009,0,0,612,612,612,612,0,1224,0,0,2,1,2,1,4,0,2,528,0,234,0,0,0,0,0,6,2009,164500,40,"Stone",76,"SBrkr"
"89","C (all)","Pave","None","IR1","Lvl","AllPub","Corner","Gtl","IDOTRR","Feedr","Feedr","1Fam","1.5Fin","Hip","CompShg","Plywood","Plywood","Fa","Fa","CBlock","TA","Fa","No","Unf","Unf","GasA","TA","N","Fa","Typ","None","None","None","None","None","N","None","MnPrv","None","ConLD","Abnorml","None",89,50,8470,3,2,1915,1982,0,0,1013,1013,1013,0,513,1526,0,0,1,0,2,1,6,0,0,0,0,0,156,0,0,0,0,10,2009,85000,105,"None",0,"SBrkr"
"90","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","TA","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","TA","Typ","None","None","None","None","None","Y","None","None","None","WD","Normal","None",90,20,8070,4,5,1994,1995,588,0,402,990,990,0,0,990,1,0,1,0,3,1,5,0,0,0,0,0,0,0,0,0,0,8,2007,123600,60,"None",0,"SBrkr"
"91","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","BrkFace","Wd Sdng","TA","TA","Slab","None","None","None","None","None","GasA","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1950",91,20,7200,4,5,1950,1950,0,0,0,0,1040,0,0,1040,0,0,1,0,2,1,4,0,2,420,0,29,0,0,0,0,0,7,2006,109900,60,"None",0,"FuseA"
"92","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Hip","CompShg","HdBoard","HdBoard","TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","TA","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","None","GdWo","None","WD","Abnorml","1961",92,20,8500,5,3,1961,1961,600,0,635,1235,1235,0,0,1235,0,0,1,0,2,1,6,0,2,480,0,0,0,0,0,0,0,12,2006,98600,85,"BrkCmn",203,"SBrkr"
"93","RL","Pave","Grvl","IR1","HLS","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","TA","Gd","BrkTil","Gd","TA","No","ALQ","Unf","GasA","Ex","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1921",93,30,13360,5,7,1921,2006,713,0,163,876,964,0,0,964,1,0,1,0,2,1,5,0,2,432,0,0,44,0,0,0,0,8,2009,163500,80,"None",0,"SBrkr"
"94","C (all)","Pave","None","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","2fmCon","2.5Unf","Hip","CompShg","MetalSd","MetalSd","TA","TA","BrkTil","TA","Fa","Mn","Rec","Unf","GasW","Ex","N","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1900",94,190,7200,6,6,1910,1998,1046,0,168,1214,1260,1031,0,2291,0,1,2,0,4,2,9,1,2,506,0,0,0,0,99,0,0,11,2007,133900,60,"None",0,"SBrkr"
"95","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","TA","Gd","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","1997",95,60,9337,6,5,1997,1997,648,0,176,824,905,881,0,1786,1,0,2,1,3,1,7,0,2,684,0,162,0,0,0,0,0,5,2007,204750,69,"None",0,"SBrkr"
"96","RL","Pave","None","IR2","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","Ex","Gd","PConc","Gd","Gd","No","ALQ","Unf","GasA","Gd","Y","TA","Typ","TA","BuiltIn","Fin","TA","TA","Y","None","None","Shed","WD","Normal","1993",96,60,9765,6,8,1993,1993,310,0,370,680,680,790,0,1470,0,0,2,1,3,1,6,1,2,420,232,63,0,0,0,0,480,4,2009,185000,73,"BrkFace",68,"SBrkr"
"97","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","Av","ALQ","Unf","GasA","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","1999",97,20,10264,7,5,1999,1999,1162,0,426,1588,1588,0,0,1588,0,0,2,0,3,1,6,0,2,472,158,29,0,0,0,0,0,8,2006,214000,78,"BrkFace",183,"SBrkr"
"98","RL","Pave","None","Reg","HLS","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","Hip","CompShg","HdBoard","HdBoard","TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","TA","Y","TA","Typ","None","Attchd","Fin","TA","TA","P","None","None","None","WD","Normal","1965",98,20,10921,4,5,1965,1965,520,0,440,960,960,0,0,960,1,0,1,0,3,1,6,0,1,432,120,0,0,0,0,0,0,5,2007,94750,73,"BrkFace",48,"FuseF"
"99","RL","Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","BrkTil","TA","TA","No","ALQ","Unf","GasA","Fa","N","TA","Typ","None","Basment","Unf","Fa","TA","Y","None","None","Shed","COD","Abnorml","1920",99,30,10625,5,5,1920,1950,108,0,350,458,835,0,0,835,0,0,1,0,2,1,5,0,1,366,0,0,77,0,0,0,400,5,2010,83000,85,"None",0,"SBrkr"
"100","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","Fa","Y","TA","Typ","None","None","None","None","None","Y","None","None","Shed","WD","Normal","None",100,20,9320,4,5,1959,1959,569,0,381,950,1225,0,0,1225,1,0,1,1,3,1,6,0,0,0,352,0,0,0,0,0,400,1,2010,128950,77,"None",0,"SBrkr"
"101","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","TA","TA","PConc","TA","TA","Mn","ALQ","Unf","GasA","Gd","Y","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","1977",101,20,10603,6,7,1977,2001,1200,0,410,1610,1610,0,0,1610,1,0,2,0,3,1,6,2,2,480,168,68,0,0,0,0,0,2,2010,205000,70,"BrkFace",28,"SBrkr"
